household_id,city_id,household_type_en,total_households,total_households_with_car,household_hascar_perc_of_total,cardata_year
16750,441,Single-parent families,309,200,64.72,2022
17050,501,Single-parent families,171,140,81.87,2022
17105,512,Single-parent families,513,425,82.85,2022
17485,5,Single-parent families,718,585,81.48,2023
18195,147,Single-parent families,1314,883,67.2,2023
18565,221,Single-parent families,160,145,90.63,2023
18895,287,Single-parent families,861,626,72.71,2023
19120,332,Single-parent families,468,359,76.71,2023
20110,530,Single-parent families,411,295,71.78,2023
40,8,Single-parent families,453,343,75.72,2017
130,26,Single-parent families,517,410,79.3,2017
390,78,Single-parent families,1696,1015,59.85,2017
435,87,Single-parent families,3156,1413,44.77,2017
450,90,Single-parent families,591,437,73.94,2017
655,131,Single-parent families,229,179,78.17,2017
875,175,Single-parent families,462,406,87.88,2017
1070,214,Single-parent families,119,106,89.08,2017
1285,257,Single-parent families,1410,1067,75.67,2017
1575,315,Single-parent families,309,240,77.67,2017
2425,486,Single-parent families,504,436,86.51,2017
2700,541,Single-parent families,298,243,81.54,2017
3070,32,Single-parent families,743,616,82.91,2018
3235,65,Single-parent families,433,353,81.52,2018
3285,75,Single-parent families,1390,706,50.79,2018
3675,153,Single-parent families,245,199,81.22,2018
4495,317,Single-parent families,113,92,81.42,2018
4500,318,Single-parent families,107,84,78.5,2018
4730,364,Single-parent families,111,87,78.38,2018
4840,386,Single-parent families,836,631,75.48,2018
5135,446,Single-parent families,1588,1189,74.87,2018
5220,463,Single-parent families,3299,2108,63.9,2018
5325,484,Single-parent families,359,311,86.63,2018
5645,548,Single-parent families,2621,1992,76.0,2018
5865,9,Single-parent families,433,375,86.61,2019
5915,19,Single-parent families,1319,1052,79.76,2019
6010,38,Single-parent families,3186,2208,69.3,2019
6610,158,Single-parent families,410,351,85.61,2019
7025,241,Single-parent families,329,284,86.32,2019
7145,265,Single-parent families,319,253,79.31,2019
7200,276,Single-parent families,456,339,74.34,2019
7610,358,Single-parent families,591,511,86.46,2019
8030,443,Single-parent families,190,162,85.26,2019
8035,444,Single-parent families,177,160,90.4,2019
8190,475,Single-parent families,112,97,86.61,2019
8315,500,Single-parent families,598,526,87.96,2019
8360,509,Single-parent families,1553,1174,75.6,2019
8775,9,Single-parent families,424,360,84.91,2020
9435,141,Single-parent families,526,445,84.6,2020
9530,160,Single-parent families,1521,1266,83.23,2020
10655,385,Single-parent families,669,566,84.6,2020
10870,429,Single-parent families,449,382,85.08,2020
11205,496,Single-parent families,499,399,79.96,2020
11325,520,Single-parent families,156,130,83.33,2020
11375,530,Single-parent families,418,294,70.33,2020
11745,21,Single-parent families,1488,1238,83.2,2021
12195,111,Single-parent families,571,443,77.58,2021
12655,203,Single-parent families,186,161,86.56,2021
12710,214,Single-parent families,138,124,89.86,2021
12890,250,Single-parent families,266,227,85.34,2021
12975,267,Single-parent families,861,690,80.14,2021
13040,280,Single-parent families,714,577,80.81,2021
13095,291,Single-parent families,240,167,69.58,2021
13195,311,Single-parent families,124,103,83.06,2021
13220,316,Single-parent families,258,199,77.13,2021
13375,347,Single-parent families,294,250,85.03,2021
13855,444,Single-parent families,180,160,88.89,2021
13860,445,Single-parent families,309,260,84.14,2021
14335,540,Single-parent families,1130,864,76.46,2021
14420,557,Single-parent families,327,271,82.87,2021
15010,92,Single-parent families,417,316,75.78,2022
15055,101,Single-parent families,216,179,82.87,2022
15170,124,Single-parent families,673,583,86.63,2022
15335,157,Single-parent families,1163,842,72.4,2022
15430,176,Single-parent families,2,2,100.0,2022
15680,226,Single-parent families,671,550,81.97,2022
15830,256,Single-parent families,131,115,87.79,2022
16070,304,Single-parent families,185,154,83.24,2022
16225,335,Single-parent families,881,627,71.17,2022
16430,376,Single-parent families,885,660,74.58,2022
16640,419,Single-parent families,289,248,85.81,2022
16865,464,Single-parent families,532,410,77.07,2022
17385,568,Single-parent families,151,126,83.44,2022
17670,42,Single-parent families,1144,733,64.07,2023
17935,95,Single-parent families,6014,3939,65.5,2023
18355,179,Single-parent families,1116,954,85.48,2023
18415,191,Single-parent families,1074,868,80.82,2023
18440,196,Single-parent families,158,137,86.71,2023
18525,213,Single-parent families,259,230,88.8,2023
18680,244,Single-parent families,122,100,81.97,2023
18785,265,Single-parent families,329,256,77.81,2023
19205,349,Single-parent families,228,186,81.58,2023
19270,362,Single-parent families,227,199,87.67,2023
19520,412,Single-parent families,360,296,82.22,2023
19625,433,Single-parent families,202,173,85.64,2023
20140,536,Single-parent families,260,221,85.0,2023
20175,543,Single-parent families,448,369,82.37,2023
5,1,Single-parent families,467,391,83.73,2017
15,3,Single-parent families,368,286,77.72,2017
575,115,Single-parent families,441,346,78.46,2017
630,126,Single-parent families,258,219,84.88,2017
800,160,Single-parent families,1349,1125,83.4,2017
935,187,Single-parent families,1514,1217,80.38,2017
1500,300,Single-parent families,326,254,77.91,2017
2305,462,Single-parent families,305,263,86.23,2017
2325,466,Single-parent families,245,208,84.9,2017
2345,470,Single-parent families,738,622,84.28,2017
2350,471,Single-parent families,576,464,80.56,2017
3080,34,Single-parent families,1406,990,70.41,2018
3100,38,Single-parent families,3178,2188,68.85,2018
3290,76,Single-parent families,2927,1398,47.76,2018
3660,150,Single-parent families,199,162,81.41,2018
3995,217,Single-parent families,187,159,85.03,2018
4615,341,Single-parent families,379,320,84.43,2018
4645,347,Single-parent families,272,233,85.66,2018
5455,510,Single-parent families,472,403,85.38,2018
5815,582,Single-parent families,76,70,92.11,2018
5975,31,Single-parent families,565,468,82.83,2019
6155,67,Single-parent families,394,338,85.79,2019
6645,165,Single-parent families,627,534,85.17,2019
6800,196,Single-parent families,154,129,83.77,2019
6930,222,Single-parent families,341,301,88.27,2019
7645,365,Single-parent families,857,695,81.1,2019
7655,367,Single-parent families,3551,2554,71.92,2019
7700,376,Single-parent families,883,643,72.82,2019
7770,390,Single-parent families,226,192,84.96,2019
7930,423,Single-parent families,659,506,76.78,2019
8050,447,Single-parent families,529,449,84.88,2019
8625,562,Single-parent families,680,577,84.85,2019
8715,580,Single-parent families,640,555,86.72,2019
9680,190,Single-parent families,477,407,85.32,2020
9720,198,Single-parent families,759,637,83.93,2020
9905,235,Single-parent families,200,152,76.0,2020
10195,293,Single-parent families,46,40,86.96,2020
10280,310,Single-parent families,77,61,79.22,2020
10570,368,Single-parent families,876,750,85.62,2020
10805,416,Single-parent families,606,493,81.35,2020
10950,445,Single-parent families,313,265,84.66,2020
11280,511,Single-parent families,277,246,88.81,2020
11545,564,Single-parent families,267,218,81.65,2020
11715,15,Single-parent families,296,243,82.09,2021
11795,31,Single-parent families,585,488,83.42,2021
12025,77,Single-parent families,1163,440,37.83,2021
12220,116,Single-parent families,386,322,83.42,2021
12250,122,Single-parent families,178,147,82.58,2021
12395,151,Single-parent families,1406,1027,73.04,2021
12810,234,Single-parent families,1331,977,73.4,2021
12905,253,Single-parent families,388,340,87.63,2021
13105,293,Single-parent families,53,46,86.79,2021
13175,307,Single-parent families,165,134,81.21,2021
13490,370,Single-parent families,530,426,80.38,2021
14245,522,Single-parent families,257,215,83.66,2021
14320,537,Single-parent families,247,212,85.83,2021
14360,545,Single-parent families,303,246,81.19,2021
14365,546,Single-parent families,589,450,76.4,2021
14645,19,Single-parent families,1294,1026,79.29,2022
14730,36,Single-parent families,277,231,83.39,2022
14990,88,Single-parent families,1602,1000,62.42,2022
15305,151,Single-parent families,1413,1026,72.61,2022
15470,184,Single-parent families,1078,879,81.54,2022
15525,195,Single-parent families,1259,957,76.01,2022
15595,209,Single-parent families,732,518,70.77,2022
15845,259,Single-parent families,393,303,77.1,2022
16165,323,Single-parent families,107,91,85.05,2022
16200,330,Single-parent families,345,291,84.35,2022
17100,511,Single-parent families,266,236,88.72,2022
17240,539,Single-parent families,401,327,81.55,2022
18160,140,Single-parent families,116,98,84.48,2023
18425,193,Single-parent families,1658,1275,76.9,2023
18460,200,Single-parent families,820,607,74.02,2023
18495,207,Single-parent families,203,168,82.76,2023
18780,264,Single-parent families,1635,1092,66.79,2023
18940,296,Single-parent families,270,221,81.85,2023
18960,300,Single-parent families,362,291,80.39,2023
19725,453,Single-parent families,312,268,85.9,2023
19775,463,Single-parent families,3342,2062,61.7,2023
20155,539,Single-parent families,420,343,81.67,2023
20225,553,Single-parent families,261,198,75.86,2023
180,36,Single-parent families,312,259,83.01,2017
370,74,Single-parent families,2209,1085,49.12,2017
890,178,Single-parent families,341,293,85.92,2017
1220,244,Single-parent families,122,105,86.07,2017
1260,252,Single-parent families,247,228,92.31,2017
1495,299,Single-parent families,206,176,85.44,2017
1720,344,Single-parent families,169,139,82.25,2017
2535,508,Single-parent families,397,338,85.14,2017
2545,510,Single-parent families,450,379,84.22,2017
2935,5,Single-parent families,666,553,83.03,2018
3170,52,Single-parent families,348,276,79.31,2018
3875,193,Single-parent families,1603,1246,77.73,2018
4040,226,Single-parent families,674,545,80.86,2018
4380,294,Single-parent families,494,376,76.11,2018
4425,303,Single-parent families,219,185,84.47,2018
4505,319,Single-parent families,236,179,75.85,2018
4725,363,Single-parent families,354,264,74.58,2018
4810,380,Single-parent families,666,543,81.53,2018
5175,454,Single-parent families,317,276,87.07,2018
5195,458,Single-parent families,208,177,85.1,2018
5660,551,Single-parent families,245,215,87.76,2018
6425,121,Single-parent families,470,400,85.11,2019
6435,123,Single-parent families,685,567,82.77,2019
6705,177,Single-parent families,1100,908,82.55,2019
6950,226,Single-parent families,674,551,81.75,2019
7080,252,Single-parent families,225,203,90.22,2019
7285,293,Single-parent families,43,36,83.72,2019
7335,303,Single-parent families,215,170,79.07,2019
7450,326,Single-parent families,372,289,77.69,2019
7545,345,Single-parent families,1214,934,76.94,2019
7640,364,Single-parent families,114,93,81.58,2019
7650,366,Single-parent families,376,300,79.79,2019
7735,383,Single-parent families,10019,6025,60.14,2019
8125,462,Single-parent families,307,273,88.93,2019
8205,478,Single-parent families,808,675,83.54,2019
8285,494,Single-parent families,370,322,87.03,2019
9040,62,Single-parent families,843,696,82.56,2020
9300,114,Single-parent families,589,434,73.68,2020
10575,369,Single-parent families,417,351,84.17,2020
10810,417,Single-parent families,1027,797,77.6,2020
10930,441,Single-parent families,315,199,63.17,2020
11195,494,Single-parent families,369,319,86.45,2020
11330,521,Single-parent families,418,349,83.49,2020
11420,539,Single-parent families,403,342,84.86,2020
11850,42,Single-parent families,1151,757,65.77,2021
12160,104,Single-parent families,529,373,70.51,2021
12300,132,Single-parent families,442,375,84.84,2021
12405,153,Single-parent families,242,205,84.71,2021
13570,386,Single-parent families,836,666,79.67,2021
13715,416,Single-parent families,605,491,81.16,2021
13830,439,Single-parent families,909,677,74.48,2021
14110,495,Single-parent families,524,468,89.31,2021
14460,565,Single-parent families,187,161,86.1,2021
14735,37,Single-parent families,501,386,77.05,2022
14875,65,Single-parent families,403,314,77.92,2022
14905,71,Single-parent families,9137,3488,38.17,2022
15085,107,Single-parent families,1522,980,64.39,2022
15280,146,Single-parent families,978,751,76.79,2022
15315,153,Single-parent families,251,208,82.87,2022
15420,174,Single-parent families,282,249,88.3,2022
15640,218,Single-parent families,1085,866,79.82,2022
15720,234,Single-parent families,1330,977,73.46,2022
15730,236,Single-parent families,812,684,84.24,2022
15820,254,Single-parent families,224,181,80.8,2022
16500,390,Single-parent families,235,204,86.81,2022
16560,402,Single-parent families,396,323,81.57,2022
16775,446,Single-parent families,1602,1256,78.4,2022
16910,473,Single-parent families,341,299,87.68,2022
17200,531,Single-parent families,354,300,84.75,2022
17535,15,Single-parent families,319,261,81.82,2023
17860,80,Single-parent families,1401,706,50.39,2023
18035,115,Single-parent families,479,377,78.71,2023
18575,223,Single-parent families,931,585,62.84,2023
18770,262,Single-parent families,363,297,81.82,2023
18850,278,Single-parent families,3292,1929,58.6,2023
19195,347,Single-parent families,309,261,84.47,2023
19285,365,Single-parent families,894,745,83.33,2023
19600,428,Single-parent families,1169,914,78.19,2023
20250,558,Single-parent families,602,432,71.76,2023
50,10,Single-parent families,730,530,72.6,2017
80,16,Single-parent families,582,453,77.84,2017
580,116,Single-parent families,426,332,77.93,2017
770,154,Single-parent families,757,598,79.0,2017
895,179,Single-parent families,1112,931,83.72,2017
1170,234,Single-parent families,1252,861,68.77,2017
1255,251,Single-parent families,176,141,80.11,2017
1430,286,Single-parent families,191,160,83.77,2017
1690,338,Single-parent families,121,101,83.47,2017
1900,380,Single-parent families,678,560,82.6,2017
1950,390,Single-parent families,210,184,87.62,2017
1995,399,Single-parent families,1413,1106,78.27,2017
2015,403,Single-parent families,785,633,80.64,2017
2620,525,Single-parent families,759,423,55.73,2017
2715,544,Single-parent families,1148,845,73.61,2017
3050,28,Single-parent families,342,292,85.38,2018
3755,169,Single-parent families,308,249,80.84,2018
3820,182,Single-parent families,877,708,80.73,2018
3900,198,Single-parent families,752,617,82.05,2018
4095,237,Single-parent families,2353,1547,65.75,2018
4255,269,Single-parent families,642,529,82.4,2018
4410,300,Single-parent families,349,277,79.37,2018
